age,balance,day,duration,campaign,job,marital,education,default,housing,loan,contact,month,y
50,746,30,1286,20,housemaid,married,tertiary,no,no,no,cellular,aug,1
42,5920,24,1039,37,entrepreneur,married,,no,yes,yes,cellular,may,1
43,-1941,2,714,36,entrepreneur,married,secondary,no,yes,yes,,,1
35,-583,8,542,44,blue-collar,divorced,,no,yes,no,unknown,may,1
32,3333,18,716,36,blue-collar,married,secondary,no,yes,no,cellular,jul,1
40,539,31,1051,43,,married,primary,no,yes,no,unknown,may,1
32,393,13,701,20,entrepreneur,married,secondary,no,yes,no,cellular,apr,1
31,3635,25,307,15,blue-collar,married,,no,no,no,cellular,aug,1
34,10884,14,402,23,management,single,tertiary,no,no,no,cellular,apr,1
31,1862,19,1101,37,admin,married,secondary,no,yes,no,cellular,may,1
29,1617,1,481,28,,single,secondary,no,yes,no,unknown,jun,1
33,650,8,976,55,admin,married,secondary,no,yes,no,,,1
35,2422,21,1297,1,entrepreneur,married,secondary,no,yes,no,unknown,,1
47,-476,14,1271,17,entrepreneur,single,secondary,no,yes,no,cellular,jul,1
41,1661,28,434,25,management,married,tertiary,no,no,no,cellular,,1
33,4430,13,1087,13,admin,single,secondary,no,yes,no,cellular,may,1
30,-910,4,97,50,blue-collar,single,tertiary,no,yes,no,cellular,feb,1
31,6999,4,483,50,admin,married,secondary,no,yes,no,unknown,may,1
40,164,22,1114,12,blue-collar,married,primary,no,yes,no,unknown,may,1
41,641,2,814,21,blue-collar,married,secondary,no,no,no,unknown,jun,1
38,1254,3,1003,4,entrepreneur,married,tertiary,no,yes,no,cellular,apr,1
43,453,18,111,18,entrepreneur,married,secondary,no,yes,yes,cellular,,1
43,-216,30,1181,41,blue-collar,married,secondary,no,no,no,cellular,,1
58,1821,25,1029,28,housemaid,married,primary,no,no,no,cellular,aug,1
42,2337,11,931,15,entrepreneur,married,tertiary,no,yes,no,cellular,may,1
30,1258,5,253,30,blue-collar,single,tertiary,no,no,no,cellular,apr,1
47,7707,22,831,34,housemaid,,primary,no,yes,no,cellular,may,1
41,9359,31,1078,41,blue-collar,divorced,,no,yes,no,cellular,jul,1
35,9319,6,202,15,entrepreneur,,secondary,no,yes,no,cellular,apr,1
35,1536,17,379,2,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
49,-355,14,501,43,entrepreneur,married,secondary,no,no,no,cellular,aug,1
31,3481,3,1161,8,blue-collar,single,secondary,no,yes,no,cellular,may,1
42,2573,2,1336,34,blue-collar,divorced,secondary,no,no,no,cellular,,1
56,741,27,1665,4,blue-collar,divorced,tertiary,no,no,no,cellular,,1
44,3173,29,1272,27,blue-collar,married,secondary,no,no,no,cellular,,1
32,6091,29,735,12,blue-collar,married,secondary,no,yes,yes,unknown,,1
36,2595,2,653,46,management,,tertiary,no,no,no,cellular,aug,1
41,5641,25,1158,33,housemaid,married,primary,no,yes,no,cellular,nov,1
45,1561,21,1006,26,blue-collar,single,tertiary,no,no,no,cellular,aug,1
38,-311,27,950,15,blue-collar,single,tertiary,no,yes,no,cellular,,1
36,4986,5,123,6,admin,single,,no,yes,no,cellular,may,1
44,28,20,333,31,retired,,primary,no,yes,no,cellular,may,1
36,4896,27,556,23,blue-collar,divorced,tertiary,no,no,no,cellular,,1
60,9898,29,179,58,,married,,no,no,no,cellular,aug,1
36,-923,8,2053,7,blue-collar,married,secondary,no,yes,yes,cellular,jul,1
44,37,18,1408,8,blue-collar,married,secondary,no,yes,no,unknown,,1
31,13015,17,1169,41,blue-collar,single,tertiary,no,yes,no,unknown,may,1
35,4896,7,770,22,entrepreneur,single,tertiary,no,yes,no,cellular,,1
60,4325,7,496,10,retired,married,,no,yes,no,,may,1
28,752,30,315,1,blue-collar,single,tertiary,no,yes,no,cellular,,1
65,101,29,723,35,blue-collar,married,,no,no,no,,apr,1
51,3401,6,700,12,retired,married,secondary,no,yes,no,cellular,,1
31,4066,7,88,58,admin,single,,no,yes,no,cellular,may,1
46,-265,29,1226,4,blue-collar,single,secondary,no,no,no,cellular,,1
40,1613,23,185,26,blue-collar,married,secondary,no,no,no,cellular,,1
35,1174,9,898,28,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
40,960,14,157,58,retired,,secondary,no,no,no,cellular,jul,1
23,4384,15,65,10,blue-collar,single,tertiary,no,no,no,cellular,mar,1
30,919,3,697,23,blue-collar,,secondary,no,yes,no,unknown,may,1
47,-541,26,383,58,blue-collar,married,tertiary,no,no,no,cellular,jun,1
32,11462,22,334,46,management,single,tertiary,no,yes,no,cellular,,1
33,2185,25,568,31,blue-collar,married,secondary,no,no,no,cellular,apr,1
39,1058,23,1291,30,blue-collar,single,secondary,no,yes,no,cellular,,1
33,-194,9,853,24,housemaid,divorced,tertiary,no,no,no,cellular,,1
41,6402,27,1359,43,technician,married,,no,no,no,cellular,apr,1
34,1155,29,179,16,management,married,tertiary,no,yes,no,cellular,,1
46,9173,20,1245,28,blue-collar,married,secondary,no,no,no,unknown,jun,1
50,13818,4,439,46,admin,,secondary,no,no,no,cellular,,1
39,1838,27,791,43,housemaid,married,tertiary,no,yes,no,cellular,,1
31,2651,17,488,5,blue-collar,single,tertiary,no,no,no,cellular,aug,1
29,1323,23,1091,36,entrepreneur,single,,no,yes,no,unknown,jun,1
28,456,31,511,32,blue-collar,single,secondary,no,yes,no,cellular,may,1
40,5699,26,64,46,blue-collar,married,,no,yes,no,cellular,may,1
32,4414,17,311,2,blue-collar,,tertiary,no,no,no,cellular,may,1
34,4440,10,1403,5,entrepreneur,single,tertiary,no,no,no,cellular,apr,1
30,509,10,453,55,entrepreneur,single,secondary,no,no,no,cellular,,1
33,4482,24,995,63,blue-collar,married,secondary,no,no,no,cellular,feb,1
33,-9,22,563,41,housemaid,single,tertiary,no,no,no,cellular,aug,1
52,8844,26,1165,22,blue-collar,married,secondary,no,yes,no,unknown,,1
38,3818,29,333,34,blue-collar,married,tertiary,no,no,no,cellular,,1
40,1244,4,529,13,blue-collar,,secondary,no,yes,no,unknown,may,1
39,5673,1,967,15,retired,married,secondary,no,yes,no,cellular,,1
55,7838,28,1713,12,blue-collar,married,primary,no,no,no,,,1
26,4782,1,61,16,entrepreneur,single,tertiary,no,yes,no,unknown,may,1
33,1588,2,213,6,housemaid,married,,no,no,no,cellular,aug,1
31,1247,19,942,12,entrepreneur,single,tertiary,no,no,no,cellular,,1
41,2586,9,1975,63,blue-collar,divorced,,no,yes,no,cellular,jul,1
53,102,6,798,43,blue-collar,married,,no,no,no,,may,1
40,3050,7,1960,38,blue-collar,married,,no,no,no,cellular,jul,1
44,1536,12,1720,1,blue-collar,single,,no,yes,no,cellular,may,1
35,833,25,245,44,entrepreneur,,tertiary,no,yes,no,cellular,apr,1
33,4711,26,269,1,blue-collar,divorced,,no,yes,no,unknown,may,1
35,-152,28,551,25,blue-collar,married,secondary,no,yes,no,cellular,apr,1
30,-614,7,78,58,entrepreneur,single,tertiary,no,no,no,cellular,,1
41,1390,8,476,25,blue-collar,divorced,tertiary,no,no,no,cellular,,1
39,-48,12,481,18,admin,,secondary,no,yes,no,cellular,may,1
33,8251,3,781,7,blue-collar,,tertiary,no,no,no,cellular,,1
34,1410,8,189,24,housemaid,single,tertiary,no,yes,no,cellular,may,1
47,2636,5,723,23,blue-collar,married,secondary,no,no,no,unknown,jun,1
21,102127,31,383,28,entrepreneur,single,secondary,no,no,no,cellular,,1
65,2428,19,67,36,blue-collar,married,secondary,no,no,no,cellular,,1
28,5749,17,954,11,blue-collar,single,primary,no,no,no,cellular,,1
39,401,8,254,15,blue-collar,single,secondary,no,yes,no,cellular,may,1
45,1884,9,1223,38,blue-collar,divorced,tertiary,no,yes,no,unknown,may,1
58,7744,19,776,19,housemaid,,primary,no,yes,no,cellular,,1
60,7702,20,911,3,blue-collar,married,secondary,no,no,no,cellular,mar,1
44,12226,14,1623,24,blue-collar,married,,no,no,no,cellular,,1
44,4312,3,50,13,entrepreneur,married,,no,yes,no,cellular,,1
35,2591,24,367,21,entrepreneur,,primary,no,yes,no,unknown,may,1
39,3462,21,780,15,housemaid,,secondary,no,yes,no,cellular,jul,1
56,6157,10,951,7,blue-collar,divorced,,no,no,no,cellular,may,1
26,-295,7,511,3,blue-collar,single,tertiary,no,no,no,cellular,apr,1
26,698,16,590,28,entrepreneur,single,secondary,no,yes,no,unknown,may,1
55,433,6,232,12,entrepreneur,married,primary,no,no,no,cellular,aug,1
37,2265,31,1399,38,blue-collar,divorced,secondary,no,yes,no,unknown,may,1
45,5605,9,601,15,blue-collar,divorced,tertiary,no,yes,no,,may,1
58,5847,19,31,46,entrepreneur,divorced,secondary,no,no,no,,,1
32,2803,22,110,24,blue-collar,single,tertiary,no,no,no,cellular,aug,1
44,1463,3,225,33,housemaid,single,,no,yes,no,cellular,apr,1
39,1687,3,521,8,entrepreneur,married,secondary,no,yes,no,cellular,may,1
32,-744,18,571,4,housemaid,single,tertiary,no,yes,no,,may,1
28,1671,13,1007,38,blue-collar,single,secondary,no,no,no,cellular,,1
31,1316,18,1541,44,entrepreneur,,tertiary,no,no,no,cellular,aug,1
25,2851,29,521,11,entrepreneur,married,,no,yes,no,cellular,jul,1
45,1155,21,305,29,admin,married,,no,no,no,cellular,jun,1
30,2063,14,780,5,retired,single,secondary,no,no,no,,nov,1
55,4446,19,934,43,blue-collar,married,secondary,no,yes,no,unknown,may,1
38,1114,17,1569,37,blue-collar,married,,no,no,no,cellular,aug,1
31,4639,31,1409,5,blue-collar,,tertiary,no,no,no,unknown,nov,1
29,9324,3,1122,34,housemaid,single,,no,yes,no,unknown,jun,1
52,-846,2,1048,41,entrepreneur,married,primary,no,yes,no,cellular,,1
34,11285,27,891,3,housemaid,married,tertiary,no,no,no,cellular,,1
51,-383,23,1393,27,entrepreneur,married,secondary,no,no,no,cellular,may,1
31,631,23,806,43,admin,single,secondary,no,no,no,cellular,jul,1
47,3123,20,948,46,blue-collar,married,,no,yes,no,cellular,,1
27,3908,28,166,6,blue-collar,married,,no,yes,no,,may,1
50,408,8,315,20,housemaid,married,tertiary,no,yes,no,cellular,jul,1
59,2090,16,1313,36,blue-collar,divorced,secondary,no,yes,no,cellular,,1
33,2021,14,310,8,blue-collar,divorced,secondary,no,yes,no,unknown,may,1
35,-167,14,625,9,entrepreneur,married,tertiary,no,yes,no,cellular,,1
30,1179,28,169,30,admin,single,secondary,no,no,no,cellular,jul,1
33,5024,12,584,50,technician,single,tertiary,no,yes,no,cellular,,1
25,293,23,142,16,housemaid,single,secondary,no,yes,no,cellular,may,1
54,1893,30,905,14,blue-collar,,secondary,no,no,no,cellular,apr,1
48,13354,17,1663,39,housemaid,,secondary,no,no,yes,cellular,,1
35,11246,12,495,13,admin,married,tertiary,no,no,no,cellular,,1
57,2402,30,1051,15,housemaid,married,primary,no,no,no,cellular,aug,1
47,2894,14,1256,1,blue-collar,,secondary,no,no,no,cellular,aug,1
34,4664,10,945,30,admin,married,secondary,no,yes,yes,cellular,jul,1
31,4557,11,804,28,blue-collar,married,,no,no,no,cellular,aug,1
56,15298,23,440,31,blue-collar,married,tertiary,no,no,yes,unknown,,1
45,6969,20,250,4,housemaid,married,tertiary,no,no,no,cellular,,1
59,5050,29,118,37,entrepreneur,married,secondary,no,no,no,,jun,1
32,-104,12,439,18,blue-collar,single,tertiary,no,yes,no,cellular,may,1
60,7747,28,1368,13,entrepreneur,married,,no,yes,no,cellular,may,1
56,3111,3,2231,33,blue-collar,married,,no,no,no,cellular,,1
46,529,12,850,55,retired,married,primary,no,yes,no,cellular,may,1
28,8141,21,650,1,admin,single,,no,no,no,cellular,,1
43,8545,24,781,44,entrepreneur,married,tertiary,no,no,no,cellular,,1
35,-199,17,329,29,entrepreneur,divorced,,no,yes,no,unknown,may,1
45,6507,1,537,13,blue-collar,single,tertiary,no,no,no,cellular,aug,1
76,-564,20,116,32,blue-collar,divorced,,no,no,no,,apr,1
55,4848,30,340,19,blue-collar,divorced,,no,no,no,cellular,jul,1
42,571,16,118,20,entrepreneur,married,secondary,no,yes,yes,cellular,jul,1
32,2231,24,865,37,entrepreneur,,secondary,no,no,no,cellular,aug,1
35,4,18,119,29,blue-collar,single,secondary,no,yes,no,cellular,may,1
43,1004,4,1226,55,blue-collar,,secondary,no,no,yes,cellular,jul,1
35,5275,22,1584,36,housemaid,married,tertiary,no,no,no,cellular,jul,1
32,3938,22,951,19,blue-collar,married,tertiary,no,yes,no,cellular,may,1
52,2282,3,1449,10,housemaid,married,tertiary,no,no,no,cellular,,1
43,1610,11,668,15,blue-collar,married,secondary,no,no,no,cellular,,1
33,649,5,560,41,management,single,tertiary,no,yes,no,cellular,apr,1
35,1445,11,1176,43,housemaid,married,primary,no,yes,no,cellular,may,1
41,11528,17,245,9,blue-collar,divorced,primary,no,yes,no,cellular,,1
30,3629,2,406,12,management,married,secondary,no,no,no,cellular,aug,1
28,380,1,122,23,admin,single,secondary,no,no,no,cellular,apr,1
37,1206,26,14,63,blue-collar,single,secondary,no,no,no,cellular,aug,1
35,4298,9,663,58,entrepreneur,married,primary,no,yes,yes,,may,1
39,1054,4,166,46,housemaid,,tertiary,no,yes,yes,unknown,may,1
47,5039,20,464,12,blue-collar,married,tertiary,no,no,no,cellular,jun,1
39,1867,10,1034,24,,married,secondary,no,yes,no,cellular,may,1
41,359,15,523,21,blue-collar,married,,no,no,no,cellular,aug,1
35,-143,16,863,1,entrepreneur,,secondary,no,yes,no,unknown,may,1
34,1587,16,374,25,blue-collar,,tertiary,no,no,no,cellular,aug,1
50,3436,27,478,2,blue-collar,married,secondary,no,no,no,cellular,,1
56,3056,31,363,19,entrepreneur,married,tertiary,no,yes,yes,,may,1
34,6450,27,898,10,entrepreneur,married,tertiary,no,no,no,cellular,,1
73,1438,26,364,11,blue-collar,married,,no,no,no,cellular,apr,1
40,-1459,27,266,28,blue-collar,married,,no,yes,no,cellular,feb,1
28,3704,18,1975,6,entrepreneur,single,secondary,no,yes,no,unknown,may,1
32,2365,28,3322,34,blue-collar,single,tertiary,no,no,no,cellular,may,1
22,5935,8,467,13,entrepreneur,single,secondary,no,yes,no,cellular,may,1
41,3916,21,307,38,blue-collar,married,secondary,no,yes,no,unknown,may,1
57,647,14,696,15,entrepreneur,married,tertiary,no,no,no,cellular,,1
35,5640,27,823,16,blue-collar,single,secondary,no,yes,no,cellular,,1
36,10179,1,764,25,entrepreneur,,primary,no,yes,no,cellular,may,1
32,119,19,704,29,entrepreneur,single,,no,yes,no,cellular,may,1
88,685,30,851,31,blue-collar,divorced,,no,no,no,,,1
42,978,7,896,23,admin,divorced,secondary,no,yes,no,,may,1
32,5927,1,471,28,blue-collar,,tertiary,no,no,no,telephone,aug,1
35,-642,24,761,23,blue-collar,,secondary,no,yes,no,unknown,jun,1
37,3244,15,1559,17,blue-collar,single,tertiary,no,yes,no,cellular,mar,1
40,1848,21,1478,41,blue-collar,married,primary,no,yes,no,unknown,may,1
39,-111,13,517,17,blue-collar,married,secondary,no,yes,no,cellular,may,1
39,3844,29,422,41,entrepreneur,married,secondary,no,yes,no,cellular,jul,1
30,4683,30,727,32,entrepreneur,married,secondary,no,yes,no,unknown,may,1
40,-137,10,143,24,entrepreneur,single,tertiary,no,no,no,cellular,,1
30,1311,25,703,23,blue-collar,single,secondary,no,yes,no,cellular,may,1
32,5927,6,1310,2,housemaid,single,tertiary,no,yes,no,cellular,,1
61,7825,6,1296,29,entrepreneur,married,,no,no,no,cellular,feb,1
45,7612,18,164,38,blue-collar,married,,no,yes,no,cellular,nov,1
32,914,1,764,28,blue-collar,single,secondary,no,no,no,cellular,nov,1
57,441,7,904,36,,married,unknown,no,no,no,,,1
29,6993,2,632,8,housemaid,single,tertiary,no,no,no,cellular,feb,1
41,1827,9,603,20,blue-collar,married,secondary,no,yes,no,cellular,,1
30,-216,3,188,32,housemaid,single,secondary,no,yes,no,cellular,,1
47,6080,20,3076,17,admin,,secondary,no,no,no,cellular,aug,1
45,552,25,408,2,blue-collar,married,secondary,no,no,no,cellular,,1
46,3915,7,1001,15,blue-collar,married,secondary,no,no,no,cellular,nov,1
49,1716,9,745,5,admin,married,secondary,no,yes,no,,,1
58,2089,26,1476,55,entrepreneur,divorced,tertiary,no,no,no,,,1
51,1130,28,718,9,retired,married,secondary,no,no,no,cellular,,1
46,-211,17,1359,9,retired,single,secondary,no,no,no,cellular,,1
39,6857,8,275,50,admin,married,,no,no,no,cellular,apr,1
56,4519,19,1236,41,blue-collar,married,primary,no,no,no,cellular,,1
33,10469,26,615,23,entrepreneur,single,tertiary,no,yes,no,cellular,jul,1
55,3629,29,1373,10,retired,,primary,no,no,no,cellular,may,1
32,718,23,1169,43,entrepreneur,,secondary,no,yes,no,unknown,may,1
30,1710,11,813,7,entrepreneur,single,tertiary,no,no,no,cellular,aug,1
32,1079,5,1134,63,entrepreneur,single,primary,no,yes,no,cellular,may,1
35,1496,1,1554,22,blue-collar,,tertiary,no,yes,no,cellular,jul,1
33,5741,12,797,28,blue-collar,single,tertiary,no,yes,no,cellular,may,1
43,1120,10,699,23,blue-collar,,primary,no,yes,no,,may,1
49,-46,31,1109,1,blue-collar,,primary,no,yes,no,cellular,jul,1
35,2629,3,1276,8,management,single,tertiary,no,no,no,cellular,,1
39,4414,21,1123,58,blue-collar,married,tertiary,no,yes,no,cellular,,1
27,3458,30,1181,39,blue-collar,,secondary,no,yes,no,cellular,jul,1
26,3420,1,648,44,blue-collar,single,secondary,no,yes,no,unknown,may,1
58,720,18,283,22,blue-collar,married,tertiary,no,yes,no,,jul,1
58,332,2,162,11,blue-collar,,tertiary,no,no,no,cellular,feb,1
34,2611,21,380,55,,married,tertiary,no,yes,no,cellular,may,1
51,6889,21,58,17,blue-collar,,secondary,no,yes,no,cellular,,1
59,13099,11,695,1,entrepreneur,married,tertiary,no,no,no,cellular,jul,1
44,5037,20,1366,9,retired,single,secondary,no,no,no,cellular,apr,1
55,3297,12,519,31,retired,divorced,tertiary,no,no,no,cellular,,1
26,1756,10,128,43,retired,married,secondary,no,yes,no,,may,1
30,11287,21,1306,1,housemaid,single,tertiary,no,no,no,cellular,aug,1
33,11103,21,261,34,blue-collar,married,secondary,no,no,no,cellular,feb,1
51,14462,30,593,37,blue-collar,married,primary,no,no,no,cellular,,1
54,2329,5,794,22,entrepreneur,divorced,secondary,no,yes,no,cellular,,1
45,2801,31,836,24,housemaid,married,secondary,no,yes,no,cellular,,1
44,2440,18,515,33,blue-collar,single,,no,yes,no,cellular,apr,1
51,3841,22,984,23,entrepreneur,married,tertiary,no,no,no,cellular,aug,1
37,4859,29,839,11,blue-collar,single,secondary,no,no,no,cellular,aug,1
38,2604,27,113,29,retired,single,primary,no,yes,no,cellular,,1
45,3023,30,474,7,admin,,secondary,no,yes,no,cellular,jul,1
39,-453,2,1079,37,blue-collar,single,tertiary,no,yes,no,cellular,may,1
49,12437,1,1574,3,entrepreneur,married,primary,no,no,no,unknown,jun,1
61,-93,23,823,63,entrepreneur,married,tertiary,no,no,no,cellular,mar,1
49,869,9,633,4,blue-collar,divorced,,no,no,no,cellular,jul,1
24,5041,3,376,58,entrepreneur,single,tertiary,no,no,no,cellular,,1
43,2939,11,282,21,retired,married,,no,yes,no,unknown,may,1
62,-10,1,1098,21,blue-collar,married,,no,no,no,telephone,feb,1
36,1077,8,716,18,technician,married,,no,no,no,cellular,aug,1
38,-311,4,130,50,management,,,no,yes,no,cellular,apr,1
44,3552,9,1880,34,entrepreneur,divorced,secondary,no,yes,no,unknown,may,1
28,6921,27,2420,10,entrepreneur,single,tertiary,no,no,no,cellular,may,1
43,8619,17,2692,9,blue-collar,married,,no,no,no,cellular,aug,1
26,1169,19,719,10,entrepreneur,single,,no,yes,no,cellular,jul,1
46,109,24,553,27,entrepreneur,married,secondary,no,yes,no,cellular,,1
30,5639,4,317,58,blue-collar,married,tertiary,no,no,no,,,1
35,2338,8,905,21,blue-collar,married,secondary,no,no,no,cellular,,1
46,5889,7,608,24,blue-collar,married,secondary,no,no,no,cellular,nov,1
32,-92,19,249,19,entrepreneur,married,tertiary,no,yes,no,unknown,,1
25,1981,20,589,16,blue-collar,married,secondary,no,no,yes,cellular,jul,1
30,4751,9,1089,20,entrepreneur,single,tertiary,no,yes,no,cellular,,1
37,-197,11,1234,7,blue-collar,divorced,secondary,no,yes,no,unknown,may,1
42,2916,13,645,16,entrepreneur,married,primary,no,yes,no,cellular,,1
54,9956,12,926,19,blue-collar,married,unknown,no,no,no,unknown,jun,1
26,-671,7,261,29,entrepreneur,single,,no,no,no,cellular,feb,1
27,1483,30,744,11,admin,,secondary,no,yes,yes,cellular,may,1
37,2350,23,288,39,blue-collar,married,tertiary,no,yes,no,cellular,feb,1
36,-633,8,926,12,entrepreneur,married,tertiary,no,no,no,cellular,may,1
29,1603,24,1291,21,blue-collar,married,tertiary,no,no,no,cellular,may,1
36,964,15,1528,8,blue-collar,single,tertiary,no,no,no,cellular,may,1
47,2344,26,435,10,blue-collar,,primary,no,no,yes,,may,1
58,2508,23,188,25,blue-collar,divorced,tertiary,no,no,no,telephone,oct,1
24,-255,15,1170,18,entrepreneur,married,,no,yes,no,unknown,may,1
27,-578,6,1776,23,housemaid,single,secondary,no,no,no,cellular,apr,1
45,-579,3,954,11,entrepreneur,married,secondary,no,no,no,cellular,,1
43,9,9,1311,17,entrepreneur,single,,no,yes,no,cellular,may,1
38,-51,20,1489,44,entrepreneur,married,tertiary,no,no,no,cellular,,1
31,-1083,29,1745,32,blue-collar,married,tertiary,no,yes,yes,cellular,,1
34,-1042,16,741,38,housemaid,,tertiary,no,yes,no,cellular,nov,1
24,11298,12,405,25,blue-collar,married,primary,no,yes,no,unknown,,1
47,2596,2,1425,8,,married,secondary,no,no,no,cellular,aug,1
50,1623,1,944,41,blue-collar,married,secondary,no,yes,no,cellular,,1
58,5359,5,419,27,housemaid,married,primary,no,no,no,cellular,aug,1
27,9311,27,1088,20,blue-collar,married,secondary,no,yes,no,cellular,jul,1
29,1075,27,119,9,blue-collar,single,tertiary,no,no,no,cellular,apr,1
24,4111,27,1740,41,entrepreneur,married,,no,yes,no,unknown,may,1
68,2360,3,1045,10,blue-collar,,primary,no,no,no,cellular,feb,1
33,237,7,285,37,entrepreneur,divorced,,no,no,no,cellular,jun,1
31,5024,9,592,20,admin,single,secondary,no,yes,no,cellular,,1
38,4519,30,250,5,retired,divorced,,no,no,no,unknown,jun,1
32,1852,14,293,15,blue-collar,married,secondary,no,yes,no,cellular,may,1
49,5349,30,837,23,retired,married,secondary,no,no,no,cellular,,1
32,359,24,1555,26,entrepreneur,single,tertiary,no,no,no,cellular,aug,1
43,2766,4,63,39,,single,secondary,no,yes,no,,may,1
40,2137,24,953,27,entrepreneur,married,secondary,no,no,no,cellular,,1
40,29484,14,239,23,blue-collar,married,secondary,no,yes,yes,unknown,jun,1
51,8637,15,476,36,blue-collar,single,secondary,no,yes,no,,jun,1
32,6554,3,1516,43,blue-collar,married,secondary,no,yes,no,cellular,,1
40,589,7,482,14,blue-collar,single,secondary,no,no,no,cellular,nov,1
41,18508,14,72,11,entrepreneur,single,secondary,no,yes,no,cellular,,1
33,989,18,1478,8,housemaid,single,tertiary,no,yes,no,cellular,may,1
57,1471,21,812,18,blue-collar,divorced,tertiary,no,no,no,cellular,aug,1
45,1874,12,1221,24,entrepreneur,divorced,secondary,no,yes,yes,cellular,may,1
27,5401,19,7,23,blue-collar,married,secondary,no,yes,yes,cellular,may,1
50,569,4,344,39,blue-collar,married,primary,no,yes,no,,may,1
38,-5,17,813,27,blue-collar,single,tertiary,no,yes,no,,jun,1
44,-692,19,746,6,entrepreneur,single,,no,yes,no,cellular,may,1
52,-1002,29,217,7,entrepreneur,,secondary,no,no,no,cellular,jun,1
33,5214,8,1205,2,admin,married,secondary,no,yes,no,cellular,,1
28,1079,1,705,11,blue-collar,single,,no,yes,no,cellular,may,1
24,3685,12,251,4,blue-collar,single,secondary,no,yes,no,cellular,may,1
49,16236,28,59,1,entrepreneur,married,,no,no,no,cellular,aug,1
61,3982,20,1422,36,entrepreneur,married,,no,no,no,cellular,feb,1
57,7783,12,237,23,blue-collar,married,primary,no,no,no,cellular,aug,1
35,1986,31,1211,37,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
57,44134,21,50,24,blue-collar,married,tertiary,no,no,no,cellular,,1
42,148,19,747,24,entrepreneur,divorced,secondary,no,yes,no,unknown,may,1
36,2656,25,649,4,entrepreneur,married,secondary,no,no,yes,cellular,jul,1
46,865,2,995,31,entrepreneur,,secondary,no,no,no,cellular,nov,1
40,316,18,191,63,,married,primary,no,yes,no,cellular,,1
30,4721,5,2870,14,blue-collar,single,tertiary,no,no,no,cellular,jun,1
40,2932,18,561,20,blue-collar,married,primary,no,yes,no,cellular,jul,1
43,2884,19,744,21,retired,single,,no,no,no,unknown,jun,1
25,-62,29,265,19,,single,secondary,no,yes,no,cellular,may,1
71,2851,8,2301,25,blue-collar,married,primary,no,no,no,cellular,,1
39,1250,31,249,7,housemaid,single,secondary,no,no,no,cellular,,1
44,4046,14,519,12,entrepreneur,married,secondary,no,no,no,cellular,aug,1
59,5266,5,1364,44,entrepreneur,married,secondary,no,no,no,cellular,,1
39,13698,2,898,34,blue-collar,single,,no,yes,no,cellular,,1
39,2337,23,403,46,management,,tertiary,no,yes,no,cellular,may,1
30,1096,28,669,17,entrepreneur,single,tertiary,no,yes,no,cellular,feb,1
49,1762,30,1666,27,admin,married,secondary,no,no,no,cellular,,1
34,7032,20,875,41,blue-collar,single,tertiary,no,no,no,cellular,,1
70,4642,11,973,43,blue-collar,married,secondary,no,no,no,,,1
51,5278,26,288,25,blue-collar,married,primary,no,no,no,cellular,,1
37,4780,17,1372,50,housemaid,married,secondary,no,yes,no,cellular,may,1
28,5803,31,933,30,housemaid,,tertiary,no,yes,no,cellular,,1
46,3777,11,229,2,,married,tertiary,no,no,no,cellular,aug,1
49,3376,9,666,21,blue-collar,married,secondary,no,no,no,telephone,,1
41,324,22,1063,26,admin,,secondary,no,no,no,unknown,jun,1
50,10185,22,999,16,housemaid,married,,no,yes,no,cellular,aug,1
27,12839,7,762,6,entrepreneur,married,secondary,no,no,no,telephone,oct,1
60,3257,3,1140,58,blue-collar,married,,no,yes,no,,may,1
33,4846,20,787,44,admin,married,secondary,no,yes,no,cellular,may,1
41,-130,10,378,30,blue-collar,married,secondary,no,yes,no,cellular,may,1
37,-867,22,1148,17,blue-collar,married,,no,yes,no,telephone,nov,1
30,2908,27,1052,41,admin,single,secondary,no,yes,no,cellular,may,1
30,4146,23,1307,24,entrepreneur,married,secondary,no,yes,no,unknown,may,1
30,999,27,476,18,entrepreneur,single,tertiary,no,no,no,cellular,aug,1
46,5637,23,968,18,housemaid,married,,no,no,no,cellular,aug,1
29,482,15,51,9,management,single,tertiary,no,no,no,cellular,apr,1
32,3681,9,71,10,housemaid,single,tertiary,no,no,no,cellular,,1
44,3028,13,643,16,housemaid,married,tertiary,no,no,no,cellular,,1
36,4240,1,470,29,blue-collar,married,,no,no,no,unknown,jun,1
39,3540,6,92,43,,married,secondary,no,yes,no,cellular,may,1
41,4096,3,92,22,blue-collar,,tertiary,no,no,no,cellular,nov,1
38,756,1,310,24,blue-collar,married,tertiary,no,no,no,cellular,feb,1
62,8412,13,859,16,blue-collar,married,,no,no,no,cellular,apr,1
30,1981,14,1231,17,blue-collar,single,secondary,no,yes,no,cellular,may,1
32,1117,13,431,20,entrepreneur,single,tertiary,no,yes,no,cellular,may,1
52,3144,15,571,20,blue-collar,married,tertiary,no,no,no,cellular,,1
47,-73,4,702,55,housemaid,,secondary,no,no,no,cellular,aug,1
27,11757,3,787,50,blue-collar,single,tertiary,no,yes,no,cellular,jul,1
54,1057,23,507,5,blue-collar,,secondary,no,no,no,cellular,,1
